HomePlanet,CryoSleep,Destination,VIP,Deck,Side,Age_group,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Cabin_num,Group_size,Solo,Family_size,TotalSpending,HasSpending,NoSpending,Age_missing,CryoSleep_missing,RoomService_ratio,FoodCourt_ratio,ShoppingMall_ratio,Spa_ratio,VRDeck_ratio,Transported
2,1,2,0,5,0,0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,3,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,6,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,0,0,5,0,3,14.0,412.0,0.0,1.0,0.0,679.0,6.0,2,0,6,1092.0,1,0,0,0,0.37694419030192133,0.0,0.0009149130832570906,0.0,0.6212259835315646,0
0,1,2,0,4,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,4,1,0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,4,1,4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,2,0,4,1,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,1,1,0,4,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,7,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,2,0,4,1,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
2,0,2,0,3,0,4,21.0,980.0,2.0,69.0,0.0,0.0,0.0,1,1,200,1051.0,1,0,0,0,0.9315589353612167,0.0019011406844106464,0.0655893536121673,0.0,0.0,0
1,1,2,0,2,1,2,62.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,5,1,3,15.0,0.0,225.0,0.0,998.0,0.0,6.0,1,1,3,1223.0,1,0,0,0,0.0,0.18382352941176472,0.0,0.815359477124183,0.0,0
1,0,0,0,2,0,0,34.0,22.0,6073.0,0.0,1438.0,328.0,0.0,1,1,2,7861.0,1,0,0,0,0.0027982701602645636,0.7724497583312134,0.0,0.18290511320274738,0.04171966420758077,0
2,0,2,0,5,0,0,43.0,1125.0,0.0,136.0,48.0,0.0,8.0,1,1,5,1309.0,1,0,0,0,0.8587786259541985,0.0,0.10381679389312977,0.0366412213740458,0.0,0
0,0,2,0,6,1,0,32.0,0.0,850.0,81.0,437.0,453.0,4.0,1,1,4,1821.0,1,0,0,0,0.0,0.4665203073545554,0.04445664105378705,0.2398463227222832,0.2486278814489572,0
2,0,2,0,5,0,0,47.0,214.0,0.0,1411.0,0.0,1229.0,9.0,3,0,4,2854.0,1,0,0,0,0.07495621716287215,0.0,0.49422066549912436,0.0,0.43047285464098073,1
2,0,2,0,5,0,1,2.0,0.0,0.0,0.0,0.0,0.0,9.0,3,0,4,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,0,2,0,5,0,4,20.0,0.0,0.0,1750.0,990.0,0.0,9.0,3,0,4,2740.0,1,0,0,0,0.0,0.0,0.6384531192995258,0.36118205034658885,0.0,1
1,1,0,0,3,1,4,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,0,0,0,3,0,4,23.0,784.0,964.0,0.0,951.0,0.0,1.0,1,1,5,2699.0,1,0,0,0,0.2903703703703704,0.35703703703703704,0.0,0.3522222222222222,0.0,0
0,0,0,2,5,1,3,15.0,0.0,492.0,48.0,20.0,401.0,8.0,1,1,5,961.0,1,0,0,0,0.0,0.5114345114345115,0.0498960498960499,0.02079002079002079,0.41683991683991684,0
0,0,0,0,5,1,4,20.0,554.0,195.0,0.0,2606.0,0.0,10.0,1,1,7,3355.0,1,0,0,0,0.16507747318235996,0.05810488676996425,0.0,0.7765196662693683,0.0,0
0,1,0,0,6,0,4,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,1,2,0,6,0,3,17.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,10,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,1,0,0,45.0,0.0,164.0,45.0,2511.0,855.0,3.0,1,1,2,3575.0,1,0,0,0,0.0,0.04586129753914989,0.012583892617449664,0.7021812080536913,0.23909395973154363,0
0,1,2,0,6,0,2,55.0,0.0,0.0,0.0,0.0,0.0,3.0,3,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,6,0,1,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,1,1,0,6,0,4,21.0,0.0,0.0,0.0,0.0,0.0,3.0,3,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,0,2,0,5,0,4,21.0,970.0,0.0,180.0,0.0,64.0,10.0,2,0,4,1214.0,1,0,0,0,0.7983539094650206,0.0,0.14814814814814814,0.0,0.05267489711934156,0
2,1,3,0,5,0,4,19.0,0.0,0.0,0.0,0.0,0.0,10.0,2,0,4,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,0,0,4,1,0,35.0,790.0,0.0,0.0,0.0,0.0,1.0,1,1,2,790.0,1,0,0,0,0.9987357774968394,0.0,0.0,0.0,0.0,0
0,0,2,0,4,1,2,56.0,0.0,112.0,0.0,1379.0,127.0,2.0,1,1,6,1618.0,1,0,0,0,0.0,0.06917850525015441,0.0,0.8517603458925262,0.07844348363187152,0
0,0,2,0,6,1,5,27.0,4.0,0.0,2.0,4683.0,0.0,6.0,1,1,8,4689.0,1,0,1,0,0.0008528784648187633,0.0,0.00042643923240938164,0.9985074626865672,0.0,0
0,0,2,0,5,1,4,25.0,0.0,0.0,1938.0,0.0,1.0,11.0,1,1,4,1939.0,1,0,0,0,0.0,0.0,0.9989690721649485,0.0,0.0005154639175257732,1
1,0,2,0,0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
1,1,2,0,0,1,0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,0,1,4,27.0,279.0,605.0,3374.0,286.0,3.0,1.0,3,0,6,4547.0,1,0,0,0,0.06134564643799472,0.13302550571679858,0.7418645558487247,0.06288478452066842,0.0006596306068601583,1
0,1,1,0,6,1,0,36.0,0.0,0.0,0.0,0.0,0.0,7.0,1,1,3,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,2,0,5,1,4,22.0,45.0,1096.0,148.0,1377.0,1.0,12.0,1,1,4,2667.0,1,0,0,0,0.01686656671664168,0.4107946026986507,0.05547226386806597,0.5161169415292354,0.0003748125937031484,0
0,0,2,0,5,1,2,62.0,0.0,592.0,0.0,17.0,25.0,13.0,1,1,6,634.0,1,0,0,0,0.0,0.9322834645669291,0.0,0.026771653543307086,0.03937007874015748,0
2,1,2,0,5,1,3,15.0,0.0,0.0,0.0,0.0,0.0,14.0,2,0,200,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
3,1,2,0,4,1,0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,2,0,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,6,0,2,62.0,1.0,153.0,197.0,0.0,460.0,6.0,1,1,3,811.0,1,0,0,0,0.0012315270935960591,0.18842364532019704,0.24261083743842365,0.0,0.5665024630541872,0
0,1,1,0,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,6,1,3,18.0,1.0,258.0,446.0,0.0,0.0,10.0,3,0,6,705.0,1,0,0,0,0.00141643059490085,0.3654390934844193,0.6317280453257791,0.0,0.0,1
0,0,0,0,5,1,4,21.0,1946.0,37.0,0.0,0.0,24.0,15.0,3,0,6,2007.0,1,0,0,0,0.9691235059760956,0.018426294820717132,0.0,0.0,0.01195219123505976,0
2,0,2,0,4,1,5,27.0,793.0,0.0,2.0,253.0,0.0,4.0,1,1,3,1048.0,1,0,1,0,0.7559580552907531,0.0,0.0019065776930409914,0.24118207816968543,0.0,0
0,0,2,0,5,1,0,42.0,887.0,0.0,9.0,6.0,0.0,16.0,1,1,200,902.0,1,0,0,0,0.982281284606866,0.0,0.009966777408637873,0.006644518272425249,0.0,1
0,0,2,0,5,0,4,19.0,190.0,0.0,5.0,1.0,726.0,13.0,1,1,6,922.0,1,0,0,0,0.20585048754062837,0.0,0.005417118093174431,0.0010834236186348862,0.7865655471289275,0
0,0,2,0,5,0,3,17.0,16.0,2165.0,0.0,0.0,52.0,14.0,1,1,3,2233.0,1,0,0,0,0.007162041181736795,0.9691136974037601,0.0,0.0,0.023276633840644583,0
0,0,2,0,5,1,3,14.0,0.0,1.0,0.0,0.0,1063.0,17.0,1,1,7,1064.0,1,0,0,0,0.0,0.0009389671361502347,0.0,0.0,0.9981220657276996,0
2,0,1,0,3,0,0,37.0,46.0,83.0,738.0,0.0,12.0,3.0,1,1,8,879.0,1,0,0,0,0.05227272727272727,0.09431818181818181,0.8386363636363636,0.0,0.013636363636363636,0
1,0,2,0,2,1,0,42.0,1.0,8397.0,0.0,0.0,506.0,3.0,1,1,4,8904.0,1,0,0,0,0.00011229646266142616,0.9429533969679955,0.0,0.0,0.05682201010668164,1
2,0,2,0,5,1,4,27.0,147.0,0.0,1018.0,0.0,0.0,18.0,1,1,10,1165.0,1,0,0,0,0.1260720411663808,0.0,0.8730703259005146,0.0,0.0,1
2,0,2,0,5,0,4,28.0,14.0,0.0,1295.0,0.0,0.0,15.0,1,1,1,1309.0,1,0,0,0,0.010687022900763359,0.0,0.9885496183206107,0.0,0.0,1
1,0,2,0,2,1,0,38.0,0.0,5840.0,0.0,321.0,9654.0,4.0,1,1,2,15815.0,1,0,0,0,0.0,0.36924633282751645,0.0,0.020295902883156296,0.6103945371775418,0
0,1,2,0,6,1,3,13.0,0.0,0.0,0.0,0.0,0.0,13.0,1,1,9,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
2,0,2,0,5,0,0,42.0,7406.0,0.0,0.0,0.0,0.0,16.0,3,0,4,7406.0,1,0,0,0,0.9998649925745916,0.0,0.0,0.0,0.0,0
2,1,2,0,5,0,1,2.0,0.0,0.0,0.0,0.0,0.0,16.0,3,0,4,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,0,2,0,5,0,1,8.0,0.0,0.0,0.0,0.0,0.0,16.0,3,0,200,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,6,1,4,24.0,688.0,0.0,0.0,0.0,17.0,14.0,1,1,5,705.0,1,0,0,0,0.9745042492917847,0.0,0.0,0.0,0.024079320113314446,1
1,1,2,0,2,1,0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,2,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,5,0,0,43.0,211.0,0.0,0.0,638.0,513.0,17.0,1,1,5,1362.0,1,0,0,0,0.15480557593543653,0.0,0.0,0.46808510638297873,0.3763756419662509,0
2,1,1,0,4,1,0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,3,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,1,2,0,6,1,0,35.0,0.0,0.0,0.0,0.0,0.0,15.0,1,1,10,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,1,2,0,6,1,4,26.0,0.0,0.0,0.0,0.0,0.0,16.0,2,0,11,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,5,1,4,27.0,1.0,697.0,31.0,188.0,0.0,20.0,2,0,11,917.0,1,0,0,0,0.0010893246187363835,0.7592592592592593,0.03376906318082789,0.2047930283224401,0.0,0
0,0,2,0,6,0,4,19.0,0.0,0.0,670.0,1.0,34.0,9.0,3,0,4,705.0,1,0,0,0,0.0,0.0,0.9490084985835694,0.00141643059490085,0.04815864022662889,0
0,1,2,0,6,0,5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3,0,7,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,1,2,0,6,0,1,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3,0,7,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,0,1,2,54.0,0.0,1208.0,0.0,3.0,637.0,2.0,1,1,4,1848.0,1,0,0,0,0.0,0.6533261222282315,0.0,0.0016224986479177934,0.34451054624121147,0
0,0,2,0,6,0,4,26.0,0.0,856.0,5.0,32.0,0.0,11.0,2,0,5,893.0,1,0,0,0,0.0,0.9574944071588367,0.005592841163310962,0.035794183445190156,0.0,0
0,0,2,0,6,0,4,26.0,0.0,2811.0,957.0,0.0,87.0,11.0,2,0,5,3855.0,1,0,0,0,0.0,0.7289937759336099,0.24818464730290457,0.0,0.022562240663900415,1
0,0,1,0,5,0,4,23.0,311.0,427.0,526.0,37.0,0.0,19.0,2,0,3,1301.0,1,0,0,0,0.23886328725038403,0.3279569892473118,0.4039938556067588,0.028417818740399385,0.0,0
0,2,2,0,6,0,1,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2,0,4,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1
2,1,2,0,8,2,0,31.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,1,3,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,5,1,3,18.0,0.0,0.0,0.0,830.0,91.0,23.0,1,1,4,921.0,1,0,0,0,0.0,0.0,0.0,0.9002169197396963,0.09869848156182212,0
0,0,2,0,5,1,4,24.0,0.0,0.0,0.0,0.0,17.0,24.0,3,0,6,17.0,1,0,0,0,0.0,0.0,0.0,0.0,0.9444444444444444,1
0,1,0,0,6,1,1,9.0,0.0,0.0,0.0,0.0,0.0,18.0,3,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,1,2,0,6,1,1,6.0,0.0,0.0,0.0,0.0,0.0,18.0,3,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,2,2,0,5,0,4,27.0,0.0,0.0,570.0,2.0,131.0,21.0,1,1,7,703.0,1,0,0,1,0.0,0.0,0.8096590909090909,0.002840909090909091,0.18607954545454544,0
2,0,2,0,3,1,4,21.0,1743.0,5.0,17.0,0.0,0.0,2.0,1,1,3,1765.0,1,0,0,0,0.9869762174405436,0.0028312570781426952,0.009626274065685165,0.0,0.0,0
0,1,2,0,6,1,4,23.0,0.0,0.0,0.0,0.0,0.0,19.0,3,0,8,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,2,0,6,1,0,31.0,562.0,0.0,326.0,0.0,0.0,19.0,3,0,200,888.0,1,0,0,0,0.6321709786276716,0.0,0.36670416197975253,0.0,0.0,0
0,0,2,2,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3,0,8,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,8,2,0,32.0,0.0,410.0,6.0,3929.0,764.0,-1.0,4,0,5,5109.0,1,0,0,0,0.0,0.08023483365949119,0.0011741682974559687,0.7688845401174168,0.14951076320939335,0
1,2,2,0,1,0,0,40.0,0.0,331.0,0.0,0.0,1687.0,5.0,4,0,2,2018.0,1,0,0,1,0.0,0.16394254581475978,0.0,0.0,0.8355621594848935,0
1,0,2,0,1,0,0,42.0,2209.0,11418.0,0.0,1868.0,445.0,5.0,4,0,5,15940.0,1,0,0,0,0.1385734897434289,0.7162662317295025,0.0,0.1171821090270372,0.027915438178282417,1
1,1,2,0,1,0,4,28.0,0.0,0.0,0.0,0.0,0.0,5.0,4,0,5,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
1,1,2,0,4,1,4,29.0,0.0,0.0,0.0,0.0,0.0,6.0,1,1,5,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
1,0,0,1,1,1,0,48.0,0.0,2537.0,87.0,17.0,13.0,1.0,1,1,2,2654.0,1,0,0,0,0.0,0.9555555555555556,0.0327683615819209,0.0064030131826741995,0.004896421845574388,1
0,0,2,0,5,0,2,64.0,0.0,0.0,804.0,0.0,0.0,23.0,1,1,5,804.0,1,0,0,0,0.0,0.0,0.9987577639751553,0.0,0.0,1
0,0,2,0,6,1,4,27.0,82.0,157.0,429.0,238.0,1.0,20.0,1,1,5,907.0,1,0,0,0,0.09030837004405286,0.17290748898678415,0.4724669603524229,0.2621145374449339,0.0011013215859030838,0
2,2,2,0,5,0,4,26.0,0.0,0.0,0.0,0.0,0.0,24.0,1,1,5,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,3,0,0,33.0,1.0,2223.0,0.0,12.0,404.0,4.0,1,1,2,2640.0,1,0,0,0,0.0003786444528587656,0.841726618705036,0.0,0.004543733434305188,0.15297235895494132,1
3,0,2,0,0,0,0,39.0,0.0,2344.0,0.0,65.0,6898.0,0.0,2,0,5,9307.0,1,0,0,0,0.0,0.2518263859045982,0.0,0.006983240223463687,0.7410829394069618,0
1,1,2,0,0,0,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,1,2,0,5,0,4,24.0,0.0,0.0,0.0,0.0,0.0,25.0,1,1,3,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,6,1,4,29.0,0.0,0.0,0.0,699.0,74.0,21.0,1,1,6,773.0,1,0,0,0,0.0,0.0,0.0,0.9031007751937985,0.09560723514211886,0
0,0,2,0,5,0,3,18.0,55.0,597.0,49.0,0.0,1.0,27.0,1,1,6,702.0,1,0,0,0,0.07823613086770982,0.8492176386913229,0.06970128022759602,0.0,0.001422475106685633,0
2,1,2,0,5,1,2,67.0,0.0,0.0,0.0,0.0,0.0,27.0,1,1,3,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,0,2,0,4,1,0,35.0,701.0,0.0,296.0,0.0,25.0,7.0,1,1,3,1022.0,1,0,0,0,0.6852394916911045,0.0,0.28934506353861195,0.0,0.024437927663734114,0
2,0,2,1,3,1,2,61.0,2353.0,334.0,9.0,316.0,2.0,3.0,2,0,2,3014.0,1,0,0,0,0.7804311774461028,0.11077943615257048,0.0029850746268656717,0.10480928689883914,0.0006633499170812604,0
2,0,2,0,4,1,0,45.0,2103.0,6.0,0.0,0.0,0.0,8.0,2,0,2,2109.0,1,0,0,0,0.9966824644549763,0.002843601895734597,0.0,0.0,0.0,0
0,1,1,0,6,1,4,22.0,0.0,0.0,0.0,0.0,0.0,22.0,1,1,5,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,1,2,0,5,1,4,19.0,0.0,0.0,0.0,0.0,0.0,29.0,2,0,3,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,0,2,0,3,1,0,36.0,2738.0,0.0,0.0,0.0,0.0,5.0,2,0,3,2738.0,1,0,0,0,0.9996349032493611,0.0,0.0,0.0,0.0,0
0,0,2,0,6,0,4,19.0,0.0,14.0,730.0,0.0,0.0,17.0,1,1,4,744.0,1,0,0,0,0.0,0.01879194630872483,0.9798657718120806,0.0,0.0,1
0,0,1,0,6,1,0,47.0,97.0,418.0,126.0,25.0,55.0,23.0,1,1,200,721.0,1,0,0,0,0.13434903047091412,0.5789473684210527,0.1745152354570637,0.03462603878116344,0.07617728531855955,0
0,1,2,0,6,0,3,13.0,0.0,0.0,0.0,0.0,0.0,18.0,2,0,4,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,3,0,4,0,0,34.0,0.0,22.0,0.0,564.0,207.0,5.0,2,0,4,793.0,1,0,0,0,0.0,0.027707808564231738,0.0,0.7103274559193955,0.2607052896725441,0
1,1,0,0,2,1,0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,1,1,9,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,1,2,0,6,0,4,24.0,0.0,0.0,0.0,0.0,0.0,19.0,2,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,5,0,4,26.0,440.0,0.0,0.0,0.0,462.0,29.0,2,0,4,902.0,1,0,0,0,0.48726467331118495,0.0,0.0,0.0,0.5116279069767442,0
2,0,2,0,5,0,0,31.0,0.0,0.0,97.0,0.0,0.0,30.0,1,1,2,97.0,1,0,0,0,0.0,0.0,0.9897959183673469,0.0,0.0,0
0,0,2,0,5,1,4,20.0,0.0,420.0,210.0,0.0,0.0,31.0,1,1,5,630.0,1,0,0,0,0.0,0.6656101426307448,0.3328050713153724,0.0,0.0,1
0,0,2,0,6,1,2,56.0,0.0,0.0,0.0,0.0,0.0,25.0,1,1,8,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,1,2,0,6,1,0,50.0,0.0,0.0,0.0,0.0,0.0,26.0,1,1,9,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,0,2,0,5,0,0,42.0,1072.0,0.0,10.0,0.0,76.0,31.0,1,1,1,1158.0,1,0,0,0,0.9249352890422778,0.0,0.008628127696289905,0.0,0.06557377049180328,0
0,1,0,0,6,1,5,27.0,0.0,0.0,0.0,0.0,0.0,27.0,1,1,9,0.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1
0,1,0,0,6,0,0,38.0,0.0,0.0,0.0,0.0,0.0,20.0,1,1,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,3,0,5,0,0,41.0,0.0,0.0,0.0,0.0,607.0,32.0,1,1,5,607.0,1,0,0,0,0.0,0.0,0.0,0.0,0.9983552631578947,0
0,0,2,0,6,0,4,22.0,4119.0,0.0,0.0,0.0,61.0,22.0,1,1,1,4180.0,1,0,0,0,0.9851710117196842,0.0,0.0,0.0,0.014589811049988041,0
1,1,2,0,1,0,4,26.0,0.0,0.0,0.0,0.0,0.0,8.0,2,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
1,1,2,0,1,0,3,17.0,0.0,0.0,0.0,0.0,0.0,8.0,2,0,6,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
0,0,2,0,6,1,2,57.0,50.0,1688.0,0.0,0.0,135.0,28.0,2,0,4,1873.0,1,0,0,0,0.026680896478121666,0.9007470651013874,0.0,0.0,0.0720384204909285,1
0,1,1,0,6,1,3,17.0,0.0,0.0,0.0,0.0,0.0,28.0,2,0,4,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
2,1,2,2,5,0,0,35.0,0.0,0.0,0.0,0.0,0.0,37.0,1,1,2,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,1,2,0,5,1,3,13.0,0.0,0.0,0.0,0.0,0.0,35.0,2,0,4,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1
2,0,2,0,5,1,4,27.0,1365.0,0.0,48.0,22.0,137.0,35.0,2,0,4,1572.0,1,0,0,0,0.8677685950413223,0.0,0.030514939605848695,0.013986013986013986,0.08709472345835982,0
